TestID,Release_Id,Build_Id,Component_Id,Status,Catagory,Description
Smoke_SAVE_DATA_EX_API_RELATIVE_PATH_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_SAVE_DATA_EX_API_RELATIVE_PATH_TEST Passed
Smoke_SAVE_DATA_EX_API_ABSOLUTE_PATH_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_SAVE_DATA_EX_API_ABSOLUTE_PATH_TEST Passed
Smoke_SAVE_DATA_EX_API_NO_PERMISSION_FAIL_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_SAVE_DATA_EX_API_NO_PERMISSION_FAIL_TEST Passed
Smoke_SAVE_DATA_EX_API_WRONG_PATH_FAIL_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_SAVE_DATA_EX_API_WRONG_PATH_FAIL_TEST Passed
Smoke_SET_INT_VAL_API_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_SET_INT_VAL_API_TEST Passed
Smoke_GET_INT_VAL_API_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_GET_INT_VAL_API_TEST Passed
Smoke_GET_RANDOM_STR_API_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_GET_RANDOM_STR_API_TEST Passed
Smoke_GETTERS_API_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_GETTERS_API_TEST Passed
Smoke_CHK_STR_CPY_API_TEST,4.1.3,5,NetStorm,pass,smoke,Smoke_CHK_STR_CPY_API_TEST Passed
Smoke_4UrlT_WOExpCookie_CMode1,4.1.3,5,NetStorm,pass,smoke,Smoke_4UrlT_WOExpCookie_CMode1 passed
Smoke_4UrlT_WExpCookie_CMode1,4.1.3,5,NetStorm,pass,smoke,Smoke_4UrlT_WExpCookie_CMode1 passed
Smoke_4UrlT_ExpCookie_CMode1,4.1.3,5,NetStorm,pass,smoke,Smoke_4UrlT_ExpCookie_CMode1 passed
Smoke_2UrlT_ClineCookie_CMode1,4.1.3,5,NetStorm,pass,smoke,Smoke_2UrlT_ClineCookie_CMode1 passed
Smoke_AF_OneMain_FiveAFURL,4.1.3,5,NetStorm,pass,smoke,Smoke_AF_OneMain_FiveAFURL Passed
Smoke_AF_OneMain_FiveAFedURL_AFOFF,4.1.3,5,NetStorm,pass,smoke,Smoke_AF_OneMain_FiveAFedURL_AFOFF Passed
Smoke_AF_OneMain_FiveAFedURL_TwoEmbd_AFOn,4.1.3,5,NetStorm,pass,smoke,Smoke_AF_OneMain_FiveAFedURL_TwoEmbd_AFOn Passed
Smoke_AF_OneMain_FiveAFedURL_TwoEmbd_AFOFF,4.1.3,5,NetStorm,pass,smoke,Smoke_AF_OneMain_FiveAFedURL_TwoEmbd_AFOFF Passed
Smoke_Http_auth_Basic_apache_main_param_session,4.1.3,5,NetStorm,pass,smoke,Smoke_Http_auth_Basic_apache_main_param_session passed
Smoke_Http_auth_Basic_apache_main_param_use,4.1.3,5,NetStorm,pass,smoke,Smoke_Http_auth_Basic_apache_main_param_use passed
Smoke_Http_auth_Basic_apache_PageDump,4.1.3,5,NetStorm,pass,smoke,Smoke_Http_auth_Basic_apache_PageDump passed
Smoke_Http_auth_Basic_main_CheckWithKA,4.1.3,5,NetStorm,pass,smoke,Smoke_Http_auth_Basic_main_CheckWithKA passed
Smoke_Http_auth_Basic_main_CVfailWithOutKA,4.1.3,5,NetStorm,pass,smoke,Smoke_Http_auth_Basic_main_CVfailWithOutKA passed
Smoke_TypeA_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypeA_DNS Passed
Smoke_TypeAAAA_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypeAAAA_DNS Passed
Smoke_TypeMX_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypeMX_DNS Passed
Smoke_TypeNS_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypeNS_DNS Passed
Smoke_TypeSOA_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypeSOA_DNS Passed
Smoke_TypePTR_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypePTR_DNS Passed
Smoke_TypeCNAME_DNS,4.1.3,5,NetStorm,pass,smoke,Smoke_TypeCNAME_DNS Passed
Smoke_POP3,4.1.3,5,NetStorm,pass,smoke,Smoke_POP3 Passed
Smoke_FTP_TXT_TYPE_PASSIVE,4.1.3,5,NetStorm,pass,smoke,Smoke_FTP_TXT_TYPE_PASSIVE Passed
Smoke_FTP_BIN_TYPE_PASSIVE,4.1.3,5,NetStorm,pass,smoke,Smoke_FTP_BIN_TYPE_PASSIVE Passed
Smoke_FTP_TXT_TYPE_ACTIVE,4.1.3,5,NetStorm,pass,smoke,Smoke_FTP_TXT_TYPE_ACTIVE Passed
Smoke_FTP_BIN_TYPE_ACTIVE,4.1.3,5,NetStorm,pass,smoke,Smoke_FTP_BIN_TYPE_ACTIVE Passed
Smoke_SMTP,4.1.3,5,NetStorm,pass,smoke,Smoke_SMTP Passed
Smoke_IMAP_FETCH_HEADER,4.1.3,5,NetStorm,pass,smoke,Smoke_IMAP_FETCH_HEADER Passed
Smoke_IMAP_FETCH_TEXT,4.1.3,5,NetStorm,pass,smoke,Smoke_IMAP_FETCH_TEXT Passed
Smoke_IMAP_FETCH_BODY,4.1.3,5,NetStorm,pass,smoke,Smoke_IMAP_FETCH_BODY Passed
Smoke_HESSIAN_V1,4.1.3,5,NetStorm,pass,smoke,Smoke_HESSIAN_V1 Passed
Smoke_HESSIAN_V2,4.1.3,5,NetStorm,pass,smoke,Smoke_HESSIAN_V2 Passed
Smoke_RBU_FIREFOX_ALL_FEATURES_NO_HEADER,4.1.3,5,NetStorm,pass,smoke,Smoke_RBU_FIREFOX_ALL_FEATURES_NO_HEADER Passed
Smoke_RBU_FIREFOX_ALL_FEATURES_WITH_HEADER_GET,4.1.3,5,NetStorm,pass,smoke,Smoke_RBU_FIREFOX_ALL_FEATURES_WITH_HEADER_GET Passed
Smoke_RBU_FIREFOX_ALL_FEATURES_WITH_HEADER_POST,4.1.3,5,NetStorm,pass,smoke,Smoke_RBU_FIREFOX_ALL_FEATURES_WITH_HEADER_POST Passed
Smoke_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_NO_HEADER,4.1.3,5,NetStorm,pass,smoke,Smoke_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_NO_HEADER Passed
Smoke_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_GET,4.1.3,5,NetStorm,pass,smoke,Smoke_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_GET Passed
Smoke_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_POST,4.1.3,5,NetStorm,pass,smoke,Smoke_RBU_CHROME_ALL_FEATURES_CACHE_ENABLE_HEADER_POST Passed
Smoke_Sync_Point_BeforeFirstTrans_10U_alluser_release,4.1.3,5,NetStorm,pass,smoke,Smoke_Sync_Point_BeforeFirstTrans_10U_alluser_release Passed
Smoke_Sync_Point_BeforeFirstTrans_10U_5user_release,4.1.3,5,NetStorm,pass,smoke,Smoke_Sync_Point_BeforeFirstTrans_10U_5user_release Passed
Smoke_Sync_Point_BeforeFirstTrans_10U_20user_release_TimeOut,4.1.3,5,NetStorm,pass,smoke,Smoke_Sync_Point_BeforeFirstTrans_10U_20user_release_TimeOut Passed
Smoke_Sync_Point_InBetweenTrans_10U_alluser_release,4.1.3,5,NetStorm,pass,smoke,Smoke_Sync_Point_InBetweenTrans_10U_alluser_release Passed
Smoke_Sync_Point_BeforeFirstPage_10U_alluser_release,4.1.3,5,NetStorm,pass,smoke,Smoke_Sync_Point_BeforeFirstPage_10U_alluser_release Passed
Smoke_Sync_Point_InBtweenPage_10U_5user_release,4.1.3,5,NetStorm,pass,smoke,Smoke_Sync_Point_InBtweenPage_10U_5user_release Passed
Smoke_PageThink_Constant,4.1.3,5,NetStorm,pass,smoke,Smoke_PageThink_Constant Passed
Smoke_PageThink_Uni_Dist,4.1.3,5,NetStorm,pass,smoke,Smoke_PageThink_Uni_Dist Passed
Smoke_PageThink_Int_Dist,4.1.3,5,NetStorm,pass,smoke,Smoke_PageThink_Int_Dist Passed
Smoke_PageThink_Spcfc_Page,4.1.3,5,NetStorm,pass,smoke,Smoke_PageThink_Spcfc_Page Passed
Smoke_PageThink_Overide_Mul,4.1.3,5,NetStorm,pass,smoke,Smoke_PageThink_Overide_Mul Passed
Smoke_PageThink_Overide_Random_Pct,4.1.3,5,NetStorm,pass,smoke,Smoke_PageThink_Overide_Random_Pct Passed
Smoke_RunLogic_Percentage_1,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Percentage_1 Passed
Smoke_RunLogic_Percentage_2,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Percentage_2 Passed
Smoke_RunLogic_Percentage_3,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Percentage_3 Passed
Smoke_RunLogic_Sequence,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Sequence Passed
Smoke_RunLogic_Switch_default_negtvOne,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Switch_default_negtvOne Passed
Smoke_RunLogic_Switch_zero,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Switch_zero Passed
Smoke_RunLogic_Switch_one,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Switch_one Passed
Smoke_RunLogic_Switch_negtvTwo,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Switch_negtvTwo Passed
Smoke_RunLogic_Switch_default_five,4.1.3,5,NetStorm,pass,smoke,Smoke_RunLogic_Switch_default_five Passed
Smoke_KeepAlive_KA_100,4.1.3,5,NetStorm,fail,smoke,Smoke_KeepAlive_KA_100 Failed
Smoke_KeepAlive_KA_0,4.1.3,5,NetStorm,fail,smoke,Smoke_KeepAlive_KA_0 Failed

Failed: 0 test(s), Passed: 0 test(s), Total: 102 test(s)
