#This file contain the url which name are parsed.
#Page Number|file Name|Host Name|Main URL|Changed URL.
5|Tours.c|127.0.0.1|127.0.0.1/tours/images/startover.gif|192.168.1.35_81/tours/images/startover.gif_2
5|Tours.c|127.0.0.1|127.0.0.1/tours/vep/images/velocigen.gif|192.168.1.35_81/tours/vep/images/velocigen.gif_6
5|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/home.gif|192.168.1.35_81/tours/Merc10-dev/images/home.gif_8
5|Tours.c|127.0.0.1|127.0.0.1/tours/images/splash_creditcard.gif|192.168.1.35_81/tours/images/splash_creditcard.gif_2
5|Tours.c|127.0.0.1|127.0.0.1/tours/images/purchaseflight.gif|192.168.1.35_81/tours/images/purchaseflight.gif_2
5|Tours.c|127.0.0.1|127.0.0.1/tours/images/startover.gif|192.168.1.35_81/tours/images/startover.gif_3
6|Tours.c|127.0.0.1|127.0.0.1/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=&expDate=&oldCCOption=&numPassengers=1&seatType=Coach&seatPref=None&outboundFlight=000%7C0%7C07-06-2011&advanceDiscount=&.cgifields=saveCC&buyFlights.x=71&buyFlights.y=16|192.168.1.35_81/cgi-bin/findflight_firstName%3DTiger_lastName%3DScott_address1%3D4261+Stevenson+Blvd._address2%3DFremont_2C+CA+94538_pass1%3DScott+Tiger_creditCard%3D_
6|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/banner_animated.gif|192.168.1.35_81/tours/Merc10-dev/images/banner_animated.gif_11
6|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/sun_swede.gif|192.168.1.35_81/tours/Merc10-dev/images/sun_swede.gif_11
6|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/flights.gif|192.168.1.35_81/tours/Merc10-dev/images/flights.gif_9
6|Tours.c|127.0.0.1|127.0.0.1/tours/images/bookanother.gif|192.168.1.35_81/tours/images/bookanother.gif
6|Tours.c|127.0.0.1|127.0.0.1/tours/vep/images/velocigen.gif|192.168.1.35_81/tours/vep/images/velocigen.gif_8
6|Tours.c|127.0.0.1|127.0.0.1/tours/images/splash_flightconfirm.gif|192.168.1.35_81/tours/images/splash_flightconfirm.gif_2
6|Tours.c|127.0.0.1|127.0.0.1/tours/images/bookanother.gif|192.168.1.35_81/tours/images/bookanother.gif_2
7|Tours.c|127.0.0.1|127.0.0.1/cgi-bin/welcome|192.168.1.35_81/cgi-bin/welcome
7|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/banner_animated.gif|192.168.1.35_81/tours/Merc10-dev/images/banner_animated.gif_13
7|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/sun_swede.gif|192.168.1.35_81/tours/Merc10-dev/images/sun_swede.gif_13
7|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/login.gif|192.168.1.35_81/tours/Merc10-dev/images/login.gif_3
7|Tours.c|127.0.0.1|127.0.0.1/tours/images/banner_merctur.jpg|192.168.1.35_81/tours/images/banner_merctur.jpg_5
7|Tours.c|127.0.0.1|127.0.0.1/tours/vep/images/velocigen.gif|192.168.1.35_81/tours/vep/images/velocigen.gif_10
7|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/banner_animated.gif|192.168.1.35_81/tours/Merc10-dev/images/banner_animated.gif_14
7|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/sun_swede.gif|192.168.1.35_81/tours/Merc10-dev/images/sun_swede.gif_14
7|Tours.c|127.0.0.1|127.0.0.1/tours/Merc10-dev/images/login.gif|192.168.1.35_81/tours/Merc10-dev/images/login.gif_4
7|Tours.c|127.0.0.1|127.0.0.1/tours/images/banner_merctur.jpg|192.168.1.35_81/tours/images/banner_merctur.jpg_6
