Group Display Order|Group Name|Data Display Order|Data Name|Data Value
80|Trans. Details|10|Trans.: (hpd_page7_trans7) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_page7_trans7) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (hpd_page7_trans7) Max Time(Sec)|0.072
80|Trans. Details|35|Trans.: (hpd_page7_trans7) Std Dev (Sec)|0.002
80|Trans. Details|90|Trans.: (hpd_page7_trans7) Total|19531
80|Trans. Details|100|Trans.: (hpd_page7_trans7) Success|19531
80|Trans. Details|110|Trans.: (hpd_page7_trans7) Failures|0
80|Trans. Details|120|Trans.: (hpd_page7_trans7) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ex_login) Min Time(Sec)|1.002
80|Trans. Details|20|Trans.: (hpd_ex_login) Avg Time(Sec)|2.514
80|Trans. Details|30|Trans.: (hpd_ex_login) Max Time(Sec)|4.001
80|Trans. Details|35|Trans.: (hpd_ex_login) Std Dev (Sec)|0.861
80|Trans. Details|90|Trans.: (hpd_ex_login) Total|8114
80|Trans. Details|100|Trans.: (hpd_ex_login) Success|8114
80|Trans. Details|110|Trans.: (hpd_ex_login) Failures|0
80|Trans. Details|120|Trans.: (hpd_ex_login) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ex_findflight) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ex_findflight) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (hpd_ex_findflight) Max Time(Sec)|0.057
80|Trans. Details|35|Trans.: (hpd_ex_findflight) Std Dev (Sec)|0.003
80|Trans. Details|90|Trans.: (hpd_ex_findflight) Total|8114
80|Trans. Details|100|Trans.: (hpd_ex_findflight) Success|8114
80|Trans. Details|110|Trans.: (hpd_ex_findflight) Failures|0
80|Trans. Details|120|Trans.: (hpd_ex_findflight) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ex_reservation) Min Time(Sec)|1.002
80|Trans. Details|20|Trans.: (hpd_ex_reservation) Avg Time(Sec)|2.513
80|Trans. Details|30|Trans.: (hpd_ex_reservation) Max Time(Sec)|4.099
80|Trans. Details|35|Trans.: (hpd_ex_reservation) Std Dev (Sec)|0.863
80|Trans. Details|90|Trans.: (hpd_ex_reservation) Total|8114
80|Trans. Details|100|Trans.: (hpd_ex_reservation) Success|8114
80|Trans. Details|110|Trans.: (hpd_ex_reservation) Failures|0
80|Trans. Details|120|Trans.: (hpd_ex_reservation) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ex_logout) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ex_logout) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (hpd_ex_logout) Max Time(Sec)|0.202
80|Trans. Details|35|Trans.: (hpd_ex_logout) Std Dev (Sec)|0.004
80|Trans. Details|90|Trans.: (hpd_ex_logout) Total|8114
80|Trans. Details|100|Trans.: (hpd_ex_logout) Success|8114
80|Trans. Details|110|Trans.: (hpd_ex_logout) Failures|0
80|Trans. Details|120|Trans.: (hpd_ex_logout) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page1_trans1) Min Time(Sec)|0.002
80|Trans. Details|20|Trans.: (hpd_ssl_page1_trans1) Avg Time(Sec)|0.004
80|Trans. Details|30|Trans.: (hpd_ssl_page1_trans1) Max Time(Sec)|0.213
80|Trans. Details|35|Trans.: (hpd_ssl_page1_trans1) Std Dev (Sec)|0.004
80|Trans. Details|90|Trans.: (hpd_ssl_page1_trans1) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page1_trans1) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page1_trans1) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page1_trans1) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page2_trans2) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ssl_page2_trans2) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (hpd_ssl_page2_trans2) Max Time(Sec)|0.136
80|Trans. Details|35|Trans.: (hpd_ssl_page2_trans2) Std Dev (Sec)|0.002
80|Trans. Details|90|Trans.: (hpd_ssl_page2_trans2) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page2_trans2) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page2_trans2) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page2_trans2) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page3_trans3) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ssl_page3_trans3) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (hpd_ssl_page3_trans3) Max Time(Sec)|0.217
80|Trans. Details|35|Trans.: (hpd_ssl_page3_trans3) Std Dev (Sec)|0.003
80|Trans. Details|90|Trans.: (hpd_ssl_page3_trans3) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page3_trans3) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page3_trans3) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page3_trans3) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page4_trans4) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ssl_page4_trans4) Avg Time(Sec)|0.002
80|Trans. Details|30|Trans.: (hpd_ssl_page4_trans4) Max Time(Sec)|0.217
80|Trans. Details|35|Trans.: (hpd_ssl_page4_trans4) Std Dev (Sec)|0.004
80|Trans. Details|90|Trans.: (hpd_ssl_page4_trans4) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page4_trans4) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page4_trans4) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page4_trans4) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page5_trans5) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ssl_page5_trans5) Avg Time(Sec)|0.002
80|Trans. Details|30|Trans.: (hpd_ssl_page5_trans5) Max Time(Sec)|0.139
80|Trans. Details|35|Trans.: (hpd_ssl_page5_trans5) Std Dev (Sec)|0.003
80|Trans. Details|90|Trans.: (hpd_ssl_page5_trans5) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page5_trans5) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page5_trans5) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page5_trans5) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page6_trans6) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ssl_page6_trans6) Avg Time(Sec)|0.002
80|Trans. Details|30|Trans.: (hpd_ssl_page6_trans6) Max Time(Sec)|0.213
80|Trans. Details|35|Trans.: (hpd_ssl_page6_trans6) Std Dev (Sec)|0.004
80|Trans. Details|90|Trans.: (hpd_ssl_page6_trans6) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page6_trans6) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page6_trans6) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page6_trans6) Failure PCT|0.00
80|Trans. Details|10|Trans.: (hpd_ssl_page7_trans7) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (hpd_ssl_page7_trans7) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (hpd_ssl_page7_trans7) Max Time(Sec)|0.111
80|Trans. Details|35|Trans.: (hpd_ssl_page7_trans7) Std Dev (Sec)|0.002
80|Trans. Details|90|Trans.: (hpd_ssl_page7_trans7) Total|32880
80|Trans. Details|100|Trans.: (hpd_ssl_page7_trans7) Success|32880
80|Trans. Details|110|Trans.: (hpd_ssl_page7_trans7) Failures|0
80|Trans. Details|120|Trans.: (hpd_ssl_page7_trans7) Failure PCT|0.00
80|Trans. Details|10|Trans.: (static1K_page1_trans1) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (static1K_page1_trans1) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (static1K_page1_trans1) Max Time(Sec)|0.062
80|Trans. Details|35|Trans.: (static1K_page1_trans1) Std Dev (Sec)|0.001
80|Trans. Details|90|Trans.: (static1K_page1_trans1) Total|8243
80|Trans. Details|100|Trans.: (static1K_page1_trans1) Success|8243
80|Trans. Details|110|Trans.: (static1K_page1_trans1) Failures|0
80|Trans. Details|120|Trans.: (static1K_page1_trans1) Failure PCT|0.00
80|Trans. Details|10|Trans.: (static1K_ex_page1_trans1) Min Time(Sec)|0.000
80|Trans. Details|20|Trans.: (static1K_ex_page1_trans1) Avg Time(Sec)|0.001
80|Trans. Details|30|Trans.: (static1K_ex_page1_trans1) Max Time(Sec)|0.043
80|Trans. Details|35|Trans.: (static1K_ex_page1_trans1) Std Dev (Sec)|0.001
80|Trans. Details|90|Trans.: (static1K_ex_page1_trans1) Total|20494
80|Trans. Details|100|Trans.: (static1K_ex_page1_trans1) Success|20494
80|Trans. Details|110|Trans.: (static1K_ex_page1_trans1) Failures|0
80|Trans. Details|120|Trans.: (static1K_ex_page1_trans1) Failure PCT|0.00
